name,gender,probability,n
Henna-Maaria,female,1,33
Henna-Maarit,female,1,26
Henna-Maija,female,1,39
Hennamari,female,1,27
Henna-Mari,female,1,121
Henna-Maria,female,1,166
Henna-Reetta,female,1,15
Hennariikka,female,1,104
Henna-Riikka,female,1,551
Hennariina,female,1,18
Henna-Riina,female,1,30
Henna-Riitta,female,1,31
Henna-Sofia,female,1,14
Henni,female,1,1246
Henniina,female,1,99
Hennika,female,1,18
Henning,male,1,201
Henno,male,1,30
Henny,female,1,117
Henri,male,1,15434
Henric,male,1,67
Henrica,female,1,120
Henrick,male,1,13
Henrietta,female,1,1673
Henriette,female,1,322
Henriika,female,1,397
Henriikka,female,1,5905
Henriina,female,1,82
Henriitta,female,1,20
Henrik,male,1,35462
Henrika,female,1,1230
Henrikinpoika,male,1,18
Henrikka,female,1,14
Henrikki,male,1,6340
Henriksdotter,female,1,47
Henriksson,male,1,11
Henri-Matias,male,1,10
Henri-Mikael,male,1,13
Henrinpoika,male,1,37
Henrintytär,female,1,13
Henri-Pekka,male,1,30
Henrique,male,1,13
Henrita,female,1,28
Henry,male,1,6694
Henryk,male,1,23
Henrynpoika,male,1,13
Henteri,male,1,46
Hento,female,1,10
Hentriika,female,1,10
Hentriikka,female,1,13
Heppu,male,1,34
Herbert,male,1,621
Herdis,female,1,11
Heribert,male,1,29
Herkko,male,1,367
Herman,male,1,4650
Hermann,male,1,147
Hermanni,male,1,7739
Hermes,male,1,16
Hermiina,female,1,14
Hermine,female,1,28
Hero,female,1,11
Herpertti,male,1,11
Herrick,male,1,13
Herta,female,1,12
Hertta,female,1,1849
Hesekiel,male,1,27
Hesham,male,1,12
Hessu,male,1,24
Heta,female,1,2017
Heta-Liisa,female,1,17
Heta-Maija,female,1,15
Heta-Maria,female,1,18
Hetastiina,female,1,26
Heta-Stiina,female,1,10
Hetta,female,1,40
Hetti,female,1,70
Hiba,female,1,30
Hibaaq,female,1,11
Hibo,female,1,27
Hicham,male,1,20
Hien,female,0.617647058823529,34
Hiep,male,1,12
Hieu,male,1,31
Hila,female,1,13
Hilari,male,1,12
Hilarius,male,1,33
Hilda,female,1,2976
Hilda-Maria,female,1,21
Hilde,female,1,87
Hildegard,female,1,326
Hildegund,female,1,10
Hildi,female,1,26
Hilding,male,1,505
Hildur,female,1,162
Hilja,female,1,4813
Hilja-Maria,female,1,32
Hilkka,female,1,17602
Hilkka-Leena,female,1,10
Hilkka-Liisa,female,1,161
Hilkka-Maija,female,1,38
Hilla,female,1,2669
Hilla-Maaria,female,1,27
Hillamari,female,1,11
Hilla-Mari,female,1,13
Hillamaria,female,1,15
Hilla-Maria,female,1,56
Hilla-Marja,female,1,14
Hille,female,0.912844036697248,218
Hillervo,female,0.97624703087886,421
Hillevi,female,1,7274
Hilli,female,1,11
Hilma,female,1,3349
Hilmer,male,1,42
Hilmi,male,1,12
Hilpa,female,1,11
Hilpas,male,1,16
Hilpe,female,1,16
Hilpi,female,0.917073170731707,205
Hilppa,female,1,371
Hilta,female,1,20
Hilve,female,1,123
Himmi,female,1,11
Hind,female,1,15
Hinda,female,1,11
Hinni,female,1,93
Hinriikka,female,1,10
Hintriikka,female,1,15
Hippu,female,1,35
Hisham,male,1,25
Hiski,male,1,197
Hiskias,male,1,76
Hiwa,male,1,13
Hjalmar,male,1,930
Hjalmari,male,1,32
Hjalte,male,1,15
Hjördis,female,1,365
Ho,male,1,15
Hoa,female,0.609375,64
Hoai,male,1,12
Hoang,male,0.676691729323308,133
Hoda,female,1,22
Hodan,female,1,63
Holger,male,1,1022
Holgersson,male,1,22
Holly,female,1,21
Hong,female,0.644970414201183,169
Hope,female,1,49
Horst,male,1,29
Hossain,male,1,27
Hossein,male,1,35
Howard,male,1,30
Htoo,female,0.558823529411765,34
Hua,female,1,25
Hubert,male,1,59
Hubertus,male,1,24
Huda,female,1,57
Hue,female,1,23
Hugh,male,1,14
Hugo,male,1,3374
Hui,female,1,16
Huima,male,1,14
Hulda,female,1,497
Humberto,male,1,14
Hung,male,1,78
Hunter,male,1,18
Huong,female,1,75
Husam,male,1,13
Husein,male,1,27
Hüseyin,male,1,44
Hussain,male,1,66
Hussein,male,0.719409282700422,474
Huu,male,1,52
Huugo,male,1,282
Huuko,male,1,83
Huvi,male,1,11
Huy,male,1,54
Huyen,female,1,36
Huynh,female,1,16
Hymy,female,1,82
Ia,female,1,164
Ian,male,1,266
Iana,female,1,19
Ibn,male,1,12
Ibraahim,male,1,11
Ibrahim,male,0.802250803858521,622
Ibtisam,female,1,15
Ida,female,1,13529
Ida-Amanda,female,1,14
Ida-Annika,female,1,11
Ida-Elina,female,1,13
Ida-Emilia,female,1,50
Ida-Eveliina,female,1,10
Ida-Julia,female,1,13
Ida-Kaisa,female,1,23
Idaliina,female,1,10
Ida-Liina,female,1,10
Ida-Liisa,female,1,19
Ida-Lina,female,1,11
Ida-Lotta,female,1,54
Ida-Maija,female,1,22
Ida-Mari,female,1,31
Idamaria,female,1,41
Ida-Maria,female,1,728
Ida-Marie,female,1,27
Ida-Sofia,female,1,184
Idil,female,1,28
Idiris,male,1,23
Idor,male,1,15
Idris,male,1,46
Idun,female,1,34
Ifeoma,female,1,24
Ifrah,female,1,41
Ignacio,male,1,20
Ignatius,male,1,17
Igor,male,1,370
Ihab,male,1,11
Ihana,female,1,22
Ihanelma,female,1,217
Ihsan,male,1,15
Iia,female,1,193
Iida,female,1,16278
Iida-Elina,female,1,14
Iida-Emilia,female,1,40
Iida-Eveliina,female,1,12
Iida-Kaisa,female,1,14
Iidaliina,female,1,27
Iida-Liina,female,1,21
Iida-Liisa,female,1,38
Iida-Lotta,female,1,39
Iida-Maaria,female,1,13
Iida-Maija,female,1,39
Iidamari,female,1,13
Iida-Mari,female,1,34
Iidamaria,female,1,36
Iida-Maria,female,1,566
Iida-Sofia,female,1,130
Iija,female,1,26
Iikka,male,1,1257
Iina,female,1,6057
Iina-Emilia,female,1,20
Iina-Kaisa,female,1,11
Iina-Lotta,female,1,13
Iina-Maija,female,1,14
Iina-Mari,female,1,17
Iina-Maria,female,1,79
Iina-Riikka,female,1,10
Iina-Sofia,female,1,21
Iines,female,1,1247
Iinu,female,1,27
Iipo,male,1,15
Iippo,male,1,33
Iira,female,1,175
Iiri,female,1,63
Iiris,female,1,6381
Iiro,male,1,3722
Iironpoika,male,1,10
Iiro-Pekka,male,1,13
Iisa,female,1,1353
Iisai,male,1,19
Iisak,male,1,1012
Iisakki,male,1,5623
Iiska,male,1,12
Iisko,male,1,43
Iissa,female,1,11
Iita,female,1,993
Iitamari,female,1,11
Iita-Maria,female,1,13
Iitu,female,1,349
Iivana,male,1,11
Iivar,male,1,77
Iivari,male,1,4114
Iivi,female,1,25
Iivo,male,1,561
Iiwari,male,1,10
Ija,female,1,23
Ike,male,1,10
Ikechukwu,male,1,12
Ikenna,male,1,17
Iker,male,1,10
Ikhlas,female,1,11
Iko,male,1,19
Ikraam,female,1,14
Ikraan,female,1,10
Ikram,female,1,20
Ikran,female,1,17
Ila,female,0.657894736842105,38
Ilai,male,1,11
Ilan,male,1,14
Ilana,female,1,134
Ilari,male,1,13425
Ilaria,female,1,18
Ilarinpoika,male,1,14
Ildiko,female,1,12
Ildikó,female,1,11
Ile,male,1,10
Ileana,female,1,14
Ilhaan,female,1,15
Ilham,female,1,27
Ilhan,male,0.555555555555556,36
Ilia,male,1,37
Iliana,female,1,22
Ilias,male,1,88
Ilija,male,1,12
Ilir,male,1,13
Ilja,male,1,642
Iljas,male,1,10
Ilkanpoika,male,1,121
Ilkantytär,female,1,37
Ilkka,male,1,14762
Ilkka-Kristian,male,1,20
Ilkka-Pekka,male,1,18
Illusia,female,1,272
Illuusia,female,1,30
Ilma,female,1,396
Ilmar,male,1,50
Ilmari,male,1,71452
Ilmarinen,male,1,15
Ilmarinpoika,male,1,10
Ilmatar,female,1,204
Ilmi,female,1,965
Ilmo,male,1,1340
Ilo,male,0.822335025380711,197
Iloisa,female,1,11
Ilona,female,1,20920
Ilpo,male,1,4683
Ilponpoika,male,1,15
Ilppo,male,1,102
Ilsa,female,1,10
Ilse,female,1,717
Ilse-Maj,female,1,19
Ilta,female,1,561
Ilves,male,1,20
Ilya,male,1,55
Ilyas,male,1,82
Ilyes,male,1,14
Imad,male,1,30
Iman,female,0.883211678832117,137
Imane,female,1,11
Imanuel,male,1,31
Imelda,female,1,10
Immanuel,male,1,612
Immi,female,1,56
Immikki,female,1,11
Immo,male,1,332
Immu,male,1,17
Impi,female,1,997
Imraan,male,1,12
Imran,male,1,45
Imre,male,1,27
Ina,female,1,779
Ina-Maria,female,1,17
Inari,female,0.988563586459286,2186
Inas,female,1,13
Ina-Sofia,female,1,10
Inca,female,1,34
India,female,1,36
Indiana,female,1,13
Indigo,male,0.523809523809524,21
Indira,female,1,44
Indrek,male,1,20
Ines,female,1,839
Inès,female,1,21
Inessa,female,1,50
Inez,female,1,130
Inga,female,1,2407
Inga-Britt,female,1,200
Inga-Lena,female,1,12
Inga-Liisa,female,1,39
Ingalill,female,1,261
Inga-Lill,female,1,582
Ingalis,female,1,10
Inga-Lis,female,1,35
Inga-Lisa,female,1,21
Inga-Maarit,female,1,12
Inga-Maj,female,1,23
Inga-Maria,female,1,34
Ingbert,male,1,10
Ingbritt,female,1,11
Ing-Britt,female,1,33
Inge,female,0.806930693069307,202
Ingeborg,female,1,3705
Ingebritt,female,1,16
Inge-Britt,female,1,45
Ingegärd,female,1,494
Ingegerd,female,1,1543
Ingela,female,1,237
Ingemaj,female,1,27
Inge-Maj,female,1,145
Ingemar,male,1,481
Inge-May,female,1,36
Ingemo,female,1,75
Inger,female,1,1784
Ing-Maj,female,1,16
Ingmar,male,1,1366
Ing-Mari,female,1,28
Ing-Marie,female,1,18
Ingmarsson,male,1,11
Ingo,male,1,14
Ingolf,male,1,76
Ingrid,female,1,2321
Ingrit,female,1,11
Ingvald,male,1,326
Ingvar,male,1,339
Ingvor,female,1,54
Inja,female,1,11
Inka,female,1,5779
Inkaliina,female,1,11
Inka-Liina,female,1,10
Inka-Liisa,female,1,15
Inka-Maaria,female,1,14
Inka-Mari,female,1,20
Inka-Maria,female,1,69
Inkariina,female,1,11
Inka-Riina,female,1,23
Inka-Sofia,female,1,13
Inke,female,1,17
Inkeri,female,1,42986
Inki,female,1,10
Inna,female,1,836
Inni,female,1,20
Into,male,1,669
Ioan,male,1,26
Ioana,female,1,19
Ioanna,female,1,16
Ioannis,male,1,46
Ion,male,1,16
Iona,female,1,31
Ioulia,female,1,34
Iouri,male,1,25
Ippa,female,1,12
Iqbal,male,1,16
Iqra,female,1,30
Ira,female,1,1444
Iraida,female,1,34
Ira-Maria,female,1,25
Ireena,female,1,11
Ireene,female,1,680
Irem,female,1,18
Iren,female,1,28
Irén,female,1,29
Irena,female,1,126
Irene,female,1,23485
Iréne,female,1,138
Irène,female,1,19
Irené,female,1,20
Irfan,male,1,25
Iri,female,1,20
Iria,female,1,15
Irina,female,1,3892
Irini,female,1,25
Irinja,female,1,151
Iris,female,1,3068
Irja,female,1,12714
Irja-Leena,female,1,19
Irja-Liisa,female,1,104
Irkka,female,1,49
Irma,female,1,12875
Irma-Leena,female,1,16
Irma-Liisa,female,1,72
Irmeli,female,1,29630
Irmelin,female,1,104
Irmgard,female,1,21
Iro,female,0.72,50
Iryna,female,1,25
Isa,female,0.976744186046512,903
Isaac,male,1,117
Isabel,female,1,1754
Isabela,female,1,16
Isabell,female,1,254
Isabella,female,1,5115
Isabelle,female,1,566
Isac,male,1,233
Isadora,female,1,130
Isaiah,male,1,19
Isak,male,1,1098
Isa-Maria,female,1,23
Isatou,female,1,20
Isela,female,1,29
Iselin,female,1,19
Isella,female,1,26
Ishak,male,1,14
Isidor,male,1,98
Iska,male,1,24
Isko,male,1,66
Isla,female,1,1850
Islam,male,1,22
Isma,male,1,10
Ismael,male,1,100
Ismahan,female,1,15
Ismail,male,0.809210526315789,304
Isman,male,1,10
Ismari,male,1,21
Ismet,male,1,29
Ismo,male,1,7079
Ismonpoika,male,1,29
Ismontytär,female,1,10
Isobel,female,1,20
Isolde,female,1,34
Isra,female,1,52
Israa,female,1,14
Israel,male,1,126
Issa,male,1,16
Isse,male,0.589285714285714,56
Isto,male,1,980
Istvan,male,1,15
István,male,1,34
Ivan,male,1,427
Ivana,female,1,26
Ivanka,female,1,15
Ivanov,male,1,15
Ivanova,female,1,21
Ivanovna,female,1,35
Ivar,male,1,787
Ivo,male,1,43
Ivonne,female,1,11
Ivy,female,1,30
Iwona,female,1,10
Iza,female,1,16
Izabel,female,1,20
Izabela,female,1,16
Izabell,female,1,13
Izabella,female,1,70
Izabelle,female,1,28
J,male,1,11
Jaael,female,1,13
Jaafar,male,1,17
Jaajo,male,1,122
Jaakkima,male,1,158
Jaakko,male,1,39206
Jaakko-Juhani,male,1,22
Jaakko-Matti,male,1,11
Jaakko-Pekka,male,1,31
Jaako,male,1,142
Jaakob,male,1,158
Jaakonpoika,male,1,173
Jaakontytär,female,1,44
Jaakoppi,male,1,232
Jaan,male,1,158
Jaana,female,1,23081
Jaana-Kaisa,female,1,18
Jaana-Liisa,female,1,22
Jaana-Maarit,female,1,23
Jaana-Maija,female,1,20
Jaana-Mari,female,1,17
Jaana-Maria,female,1,34
Jaana-Marja,female,1,16
Jaani,male,1,308
Jaanika,female,1,41
Jaanus,male,1,21
Jaapo,male,1,11
Jaarli,male,1,20
Jabar,male,1,10
Jabbar,male,0.67741935483871,31
Jaber,male,0.575757575757576,33
Jace,male,1,11
Jacek,male,1,15
Jacinda,female,1,11
Jack,male,1,343
Jackson,male,1,26
Jacob,male,1,503
Jacoba,female,1,11
Jacobus,male,1,14
Jacqueline,female,1,84
Jacques,male,1,59
Jad,male,1,10
Jada,female,1,48
Jade,female,1,1944
Jadele,female,1,10
Jadeliina,female,1,20
Jade-Maria,female,1,10
Jadessa,female,1,288
Jadette,female,1,10
Jadwiga,female,1,15
Jael,female,0.754716981132076,53
Jafar,male,1,20
Jafet,male,1,59
Jahangir,male,1,10
Jahn,male,1,19
Jahvetti,male,1,51
Jaime,male,1,41
Jake,male,1,261
Jaki,male,1,34
Jakim,male,1,12
Jakke,male,1,115
Jakob,male,1,860
Jakov,male,1,22
Jakub,male,1,20
Jalal,male,1,21
Jali,male,1,242
Jalle,male,1,22
Jallu,male,1,14
Jalmar,male,1,394
Jalmari,male,1,12499
Jalmiina,female,1,25
Jalna,female,1,10
Jalo,male,1,1442
Jama,male,0.619354838709677,155
Jamal,male,0.818181818181818,143
Jamelia,female,1,18
James,male,1,966
Jami,male,1,3162
Jamie,male,0.821782178217822,101
Jamiel,male,1,106
Jamil,male,1,43
Jamila,female,1,68
Jamilla,female,1,23
Jamina,female,1,92
Jami-Petteri,male,1,24
Jan,male,1,9452
Jana,female,1,185
Jan-Åke,male,1,29
Jan-Anders,male,1,152
Jan-Christer,male,1,24
Jan-Christian,male,1,62
Jane,female,1,608
Jan-Eerik,male,1,41
Janek,male,1,50
Janella,female,1,53
Janelle,female,1,21
Jan-Emil,male,1,18
Jan-Eric,male,1,88
Jan-Erik,male,1,1443
Janessa,female,1,129
Janet,female,1,277
Janeta,female,1,14
Janeth,female,1,10
Janett,female,1,12
Janetta,female,1,96
Janette,female,1,2787
Jan-Fredrik,male,1,12
Jan-Gustav,male,1,34
Jan-Håkan,male,1,22
Jan-Henrik,male,1,145
Jan-Henry,male,1,11
Jani,male,1,24214
Janica,female,1,1192
Janice,female,1,43
Janiel,male,1,78
Janiela,female,1,14
Janiika,female,1,47
Janiina,female,1,147
Jani-Juhani,male,1,15
Jani-Jukka,male,1,11
Janika,female,1,3023
Jani-Kristian,male,1,12
Jani-Markus,male,1,28
Jani-Matti,male,1,92
Jani-Mikael,male,1,15
Janina,female,1,4064
Janine,female,1,103
Janinpoika,male,1,90
Janintytär,female,1,25
Jani-Pekka,male,1,160
Jani-Petri,male,1,44
Jani-Petteri,male,1,205
Janira,female,1,10
Janis,male,1,12
Janissa,female,1,19
Janita,female,1,2590
Janitta,female,1,30
Janka,female,1,14
Janko,male,1,14
Jan-Krister,male,1,25
Jan-Kristian,male,1,101
Jan-Magnus,male,1,21
Jan-Markus,male,1,78
Jan-Martin,male,1,12
Jan-Michael,male,1,25
Jan-Mikael,male,1,201
Jann,male,1,14
Janna,female,1,1594
Janna-Mari,female,1,28
Janna-Maria,female,1,20
Janne,male,1,30098
Janne-Juhani,male,1,24
Janne-Markus,male,1,12
Janne-Matti,male,1,60
Jannenpoika,male,1,201
Jannentytär,female,1,40
Janne-Pekka,male,1,140
Janne-Petteri,male,1,70
Janne-Veikko,male,1,10
Janni,female,1,753
Jannica,female,1,281
Jannice,female,1,10
Janniina,female,1,291
Jannik,male,1,13
Jannika,female,1,579
Jannike,female,1,66
Jannina,female,1,150
Jannis,male,1,31
Jannu,male,1,11
Jan-Ola,male,1,19
Jan-Olav,male,1,20
Jan-Ole,male,1,85
Jan-Olof,male,1,184
Janos,male,1,41
János,male,1,21
Jan-Ove,male,1,41
Jan-Patrik,male,1,18
Jan-Peter,male,1,210
Janrik,male,1,36
Jan-Robert,male,1,16
Jan-Roger,male,1,11
Jansdotter,female,1,28
Jan-Sebastian,male,1,19
Jan-Stefan,male,1,11
Janus,male,1,42
Janusz,male,1,10
Jaqueline,female,1,16
Jare,male,1,450
Jared,male,1,34
Jarek,male,1,12
Jari,male,1,41125
Jari-Antti,male,1,15
Jari-Heikki,male,1,18
Jari-Juha,male,1,12
Jari-Juhani,male,1,33
Jari-Jukka,male,1,59
Jari-Jussi,male,1,13
Jari-Markus,male,1,15
Jarimatti,male,1,11
Jari-Matti,male,1,302
Jari-Mikko,male,1,12
Jarinpoika,male,1,338
Jarintytär,female,1,89
Jaripekka,male,1,17
Jari-Pekka,male,1,1332
Jari-Petri,male,1,44
Jari-Petteri,male,1,58
Jarita,female,1,34
Jari-Tapio,male,1,14
Jari-Veikko,male,1,11
Jarkka,male,1,10
Jarkko,male,1,12641
Jarkko-Juhani,male,1,11
Jarkko-Pekka,male,1,16
Jarko,male,1,218
Jarkonpoika,male,1,72
Jarkontytär,female,1,23
Jarl,male,1,1299
Jarl-Erik,male,1,36
Jarl-Olof,male,1,13
Jarlsdotter,female,1,14
Jarmila,female,1,14
Jarmo,male,1,20982
Jarmonpoika,male,1,94
Jarmontytär,female,1,25
Jarna,female,1,376
Jarno,male,1,7950
Jarnonpoika,male,1,44
Jarnontytär,female,1,18
Jaro,male,1,426
Jaromir,male,1,41
Jaron,male,1,51
Jaroslav,male,1,37
Jaroslaw,male,1,11
Jarre,male,1,29
Jarto,male,1,27
Jasemin,female,1,12
Jasim,male,1,16
Jasin,male,1,48
Jasir,male,1,13
Jaska,male,1,249
Jasmi,female,1,187
Jasmiin,female,1,28
Jasmiina,female,1,1461
Jasmiini,female,1,107
Jasmin,female,0.998345003182686,7855
Jasmina,female,1,684
Jasmine,female,1,1504
Jasmo,male,1,12
Jasna,female,1,38
Jaso,male,1,39
Jason,male,1,324
Jaspar,male,1,12
Jasper,male,1,2509
Jasperi,male,1,236
Jasse,male,1,235
Jasu,male,1,495
Jatta,female,1,849
Jauri,male,1,24
Javier,male,1,73
Jawad,male,1,17
Jay,male,1,69
Jayden,male,1,51
Jayne,female,1,13
Jayson,male,1,16
Jazmin,female,1,11
Jean,male,0.848739495798319,595
Jeanette,female,1,699
Jeanine,female,1,17
Jeanna,female,1,16
Jeanne,female,1,70
Jeannette,female,1,98
Jean-Paul,male,1,14
Jedi,male,1,47
Jeeli,male,1,38
Jeemi,male,1,19
Jeena,female,1,31
Jeff,male,1,24
Jeffrey,male,1,48
Jegor,male,1,29
Jehki,male,1,17
Jekateriina,female,1,21
Jekaterina,female,1,163
Jekku,male,1,12
Jelena,female,1,565
Jelina,female,1,33
Jelizaveta,female,1,10
Jella,female,1,25
Jelmeri,male,1,32
Jemi,male,1,49
Jemiina,female,1,129
Jemil,male,1,10
Jemila,female,1,10
Jemilia,female,1,25
Jemima,female,1,82
Jemina,female,1,3091
Jeminna,female,1,11
Jena,female,1,15
Jeni,female,1,44
Jenica,female,1,62
Jenifer,female,1,35
Jeniina,female,1,12
Jenika,female,1,73
Jenilla,female,1,13
Jenina,female,1,320
Jenissa,female,1,10
Jenita,female,1,172
Jenna,female,1,11497
Jenna-Emilia,female,1,10
Jenna-Julia,female,1,46
Jenna-Juulia,female,1,17
Jenna-Maaria,female,1,12
Jennamari,female,1,10
Jenna-Mari,female,1,61
Jenna-Maria,female,1,86
Jennamiia,female,1,14
Jenna-Riikka,female,1,28
Jenna-Riina,female,1,17
Jenna-Sofia,female,1,14
Jenni,female,1,18012
Jennica,female,1,159
Jennie,female,1,282
Jenni-Elina,female,1,13
Jenni-Emilia,female,1,21
Jennifer,female,1,845
Jenniina,female,1,591
Jenni-Johanna,female,1,30
Jenni-Julia,female,1,19
Jennika,female,1,361
Jenni-Kaisa,female,1,22
Jenni-Leena,female,1,16
Jenni-Liisa,female,1,12
Jenni-Maaria,female,1,11
Jenni-Maija,female,1,12
Jennimari,female,1,24
Jenni-Mari,female,1,73
Jenni-Maria,female,1,148
Jennina,female,1,145
Jenni-Sofia,female,1,19
Jenny,female,1,5995
Jennyfer,female,1,18
Jenny-Maria,female,1,47
Jenny-Sofia,female,1,15
Jens,male,1,1092
Jens-Erik,male,1,16
Jeppe,male,1,62
Jere,male,1,10557
Jere-Juhani,male,1,12
Jere-Matias,male,1,19
Jere-Matti,male,1,21
Jeremi,male,1,148
Jeremia,male,1,604
Jeremiah,male,1,59
Jeremias,male,1,3402
Jeremie,male,1,11
Jeremy,male,1,202
Jerenpoika,male,1,11
Jere-Pekka,male,1,24
Jere-Petteri,male,1,37
Jeri,male,1,123
Jerica,female,1,12
Jericho,male,1,11
Jerico,male,1,11
Jerika,female,1,29
Jeriko,male,1,20
Jerina,female,1,25
Jerita,female,1,14
Jerker,male,1,171
Jerkka,male,1,10
Jerkko,male,1,45
Jerko,male,1,23
Jermo,male,1,15
Jermu,male,1,253
Jero,male,1,156
Jerome,male,1,108
Jerri,male,1,91
Jerry,male,1,1487
Jertta,female,1,34
Jerzy,male,1,23
Jesaja,male,1,15
Jesmiina,female,1,12
Jesmina,female,1,15
Jesper,male,1,2190
Jesperi,male,1,594
Jesse,male,1,12114
Jesse-Joonas,male,1,15
Jesse-Juhani,male,1,13
Jesse-Matias,male,1,11
Jesse-Pekka,male,1,17
Jesse-Petteri,male,1,19
Jessi,female,1,295
Jessica,female,1,4856
Jessie,female,1,30
Jessiina,female,1,57
Jessika,female,1,833
Jessina,female,1,66
Jesus,male,1,19
Jethro,male,1,27
Jeton,male,1,13
Jetro,male,1,308
Jetta,female,1,110
Jette,female,1,12
Jevgeni,male,1,61
Jevgenia,female,1,26
Jhonny,male,1,14
Jia,female,0.647058823529412,34
Jian,male,1,15
Jibril,male,1,17
Jico,male,1,12
Jie,male,1,14
Jiia,female,1,18
Jiina,female,1,31
Jiko,male,1,26
Jill,female,1,84
Jilla,female,1,15
Jillian,female,1,12
Jim,male,1,684
Jimena,female,1,16
Jimi,male,1,4612
Jimmi,male,1,18
Jimmie,male,1,32
Jimmy,male,1,824
Jimy,male,1,11
Jin,female,0.666666666666667,33
Jina,female,1,20
Jing,female,1,30
Jinka,female,1,16
Jinna,female,1,44
Jino,male,1,13
Jippu,female,1,12
Jiri,male,1,1212
Jirka,male,1,160
Jirko,male,1,78
Jiro,male,1,127
Jiska,male,1,23
Jitta,female,1,14
Jo,female,1,17
Joa,male,0.964769647696477,369
Joachim,male,1,617
Joacim,male,1,137
Joackim,male,1,20
Joah,male,1,13
Joakim,male,1,4475
Joan,female,0.81981981981982,111
Joana,female,1,48
Joanna,female,1,3071
Joanne,female,1,72
Joannis,male,1,16
Joao,male,1,17
João,male,1,18
Joaquim,male,1,16
Joaquin,male,1,12
Joar,male,1,65
Joas,male,1,35
Jobi,male,1,15
Jocelyn,female,1,15
Jochen,male,1,24
Jochum,male,1,12
Jocke,male,1,16
Jockum,male,1,32
Joe,male,1,245
Joel,male,1,9584
Joël,male,1,21
Joela,female,1,17
Joeli,male,1,130
Joeliina,female,1,10
Joella,female,1,19
Joenna,female,1,11
Jofiel,male,1,19
Johan,male,1,16650
Johan-Erik,male,1,19
Johann,male,1,194
Johanna,female,1,112691
Johanna-Maria,female,1,15
Johanne,female,1,48
Johannes,male,1,137482
Johanni,male,1,11
Johansdotter,female,1,37
John,male,1,3624
John-Eric,male,1,12
John-Erik,male,1,68
Johnny,male,1,835
Johny,male,1,40
Jokke,male,1,89
Jolana,female,1,15
Jolanda,female,1,275
Jolanta,female,1,16
Jolene,female,1,11
Jolie,female,1,21
Jolin,female,1,11
Jolina,female,1,16
Joline,female,1,18
Jomi,male,1,60
Jommi,male,1,27
Jon,male,1,828
Jona,male,0.875,80
Jonah,male,1,87
Jonas,male,1,2689
Jonasdotter,female,1,18
Jonatan,male,1,1543
Jonathan,male,1,2303
Jonathon,male,1,10
Jone,male,1,240
Jon-Erik,male,1,14
Jones,male,1,25
Joni,male,1,15315
Joni-Juhani,male,1,16
Joni-Kristian,male,1,12
Joni-Markus,male,1,26
Joni-Matti,male,1,45
Joni-Mikael,male,1,16
Jonina,female,1,28
Joninpoika,male,1,22
Joni-Pekka,male,1,89
Joni-Petri,male,1,21
Joni-Petteri,male,1,98
Jonna,female,1,9208
Jonna-Julia,female,1,14
Jonna-Kaisa,female,1,11
Jonna-Mari,female,1,47
Jonna-Maria,female,1,67
Jonna-Marika,female,1,10
Jonna-Riikka,female,1,29
Jonne,male,1,3646
Jonnenpoika,male,1,11
Jonne-Pekka,male,1,11
Jonni,male,1,654
Jonnie,male,1,24
Jonny,male,1,417
Jonte,male,1,17
Jontte,male,1,12
Jonttu,male,1,14
Jony,male,1,68
Jooa,male,1,1190
Jooas,male,1,19
Jooel,male,1,120
Joona,male,1,11578
Joonaksenpoika,male,1,14
Joona-Matias,male,1,12
Joona-Pekka,male,1,13
Joona-Petteri,male,1,18
Joonas,male,1,18017
Joonas-Petteri,male,1,29
Joonatan,male,1,7182
Joonathan,male,1,29
Joonia,male,1,30
Joonis,male,1,10
Joopi,male,1,12
Joosa,male,1,40
Joose,male,1,837
Joosef,male,1,106
Joosefiina,female,1,15
Jooseppi,male,1,962
Joosia,male,1,21
Joosu,male,1,42
Joosua,male,1,482
Jopi,male,1,47
Joppe,male,1,13
Jöran,male,1,17
Jordan,male,0.88659793814433,97
Jore,male,1,50
Jörg,male,1,24
Jorge,male,1,53
Jörgen,male,1,673
Jorgos,male,1,11
Jori,male,1,1619
Jori-Matti,male,1,11
Jori-Pekka,male,1,29
Jori-Petteri,male,1,10
Jorma,male,1,25047
Jormanpoika,male,1,69
Jormantytär,female,1,15
Jörn,male,1,47
Josa,male,1,24
Jose,male,1,869
José,male,1,142
Josef,male,1,406
Josefa,female,1,14
Josefia,female,1,39
Josefiia,female,1,18
Josefiina,female,1,7612
Josefin,female,1,715
Josefina,female,1,3167
Josefine,female,1,662
Josep,male,1,10
